# [普攻光波]-[光波强化]-[空]-[空]
# [空]-[空]-[空]-[空]
# [圣光标记]-[空]-[空]-[空]
# [传承技闪光]-[空]-[空]-[空]
# [空]-[空]-[空]-[空]
召唤冰刺,多重冰刺,光波传递,技能感电,冰刺强化
技能火弹,召唤刃环,至圣标记,集中火弹,火弹火精灵
放置地雷,稳定标记,标记闪光,大范围闪光,技能毒环
稳定标记,召唤触手,触手坍缩,大型触手,技能火弹
召唤刃环,技能毒环,毒素污染,稳定标记,连续刃环
标记闪光,光波传递,技能撕裂,召唤刃环,召唤回旋刃
环绕电球,技能感电,电球发射,脉冲强化,密集电球
技能感电,大型脉冲,召唤触手,受击闪光,至圣标记
召唤刃环,闪光光枪,技能影刺,精密切割,受击闪光
召唤史莱姆,闪光光枪,光波传递,技能撕裂,致盲延长
闪光强化,增强光波,致盲延长,放置地雷,技能光枪
技能寒冷,致盲延长,标记强化,放置地雷,标记共鸣
闪光强化,技能燃烧,至圣标记,放置地雷,额外地雷
环绕电球,扩张电球,技能光枪,闪光光枪,光枪冰锥
大范围闪光,稳定标记,技能毒液,长效毒液,召唤冰刺
技能毒液,光波传递,放置地雷,标记强化,高效布雷
标记闪光,技能毒液,闪光光枪,至圣标记,长效毒液
受击闪光,标记强化,技能燃烧,持久燃烧,光波传递
放置地雷,闪光光枪,高效布雷,技能光枪,闪光强化
技能燃烧,标记强化,标记共鸣,光波传递,环绕电球
标记闪光,技能燃烧,增强光波,标记强化,闪光光枪
技能风暴,受击风暴,增强光波,放置地雷,至圣标记
召唤触手,技能光枪,受击闪光,光枪光波,随机标记
闪光强化,技能燃烧,聚火成炎,标记闪光,召唤史莱姆
放置地雷,地雷溅射,技能寒冷,标记强化,增强光波
受击闪光,技能闪电,召唤史莱姆,自爆史莱姆,闪电过载
至圣标记,召唤冰刺,技能感电,大范围闪光,致盲延长
技能毒环,大范围闪光,光波传递,标记强化,中毒毒弹
闪光强化,至圣标记,技能影刺,环绕电球,电球发射
放置地雷,技能毒环,受击闪光,中毒毒弹,闪光光枪
随机标记,技能燃烧,召唤史莱姆,致盲延长,结队史莱姆
受击闪光,技能感电,脉冲感电,标记强化,召唤刃环
放置地雷,技能毒环,至圣标记,标记闪光,毒素污染
放置地雷,高效布雷,地雷火焰,大范围闪光,技能影刺
技能光枪,光枪禁锢,光枪光波,标记闪光,闪光强化
召唤刃环,大号刃环,技能影刺,远程影刺,影刺强化
标记闪光,闪光强化,技能毒环,中毒毒弹,受击毒环
技能毒液,标记共鸣,随机标记,召唤光阵,光阵庇护
至圣标记,技能火弹,召唤刃环,受击刃环,增强光波
技能撕裂,闪光光枪,召唤刃环,稳定标记,受击刃环
技能寒冷,标记强化,寒气爆发,环绕电球,冰霜脉冲
技能感电,标记闪光,大型脉冲,闪光光枪,标记强化
闪光光枪,光波传递,召唤触手,大范围闪光,技能闪电
至圣标记,技能风暴,风暴加速,风暴扩大,随机标记
技能撕裂,光波传递,放置地雷,撕裂加深,额外地雷
随机标记,技能感电,脉冲强化,至圣标记,召唤史莱姆
技能寒冷,标记强化,大范围闪光,召唤冰刺,冰刺强化
技能撕裂,标记闪光,光波传递,增强光波,致盲延长
召唤触手,大型触手,受击闪光,技能风暴,触手闪电
大范围闪光,技能影刺,落雷惩戒,标记共鸣,至圣标记
召唤史莱姆,技能风暴,风暴扩大,自爆史莱姆,风暴加速
召唤冰刺,标记闪光,技能撕裂,冰刺标记,致命撕裂
随机标记,技能毒环,标记闪光,环绕电球,急性中毒
受击闪光,技能影刺,环绕电球,落雷惩戒,电球发射
召唤史莱姆,技能燃烧,结队史莱姆,受击闪光,燃烧引燃
大范围闪光,放置地雷,闪光光枪,光波传递,地雷强化
技能撕裂,致盲延长,短距撕裂,至圣标记,召唤史莱姆
技能燃烧,召唤触手,至圣标记,暴躁触手,标记共鸣
技能感电,脉冲感电,标记闪光,闪光强化,稳定标记
技能光枪,闪光强化,增强光波,随机标记,召唤触手
随机标记,至圣标记,召唤刃环,标记共鸣,标记闪光
召唤触手,大型触手,标记共鸣,技能撕裂,增强光波
稳定标记,闪光强化,环绕电球,光波传递,电球落雷
召唤触手,技能闪电,闪电弹射,随机标记,连击触手
召唤史莱姆,光波传递,技能燃烧,闪光强化,分裂史莱姆
技能闪电,标记闪光,放置地雷,闪光强化,随机标记
技能撕裂,标记闪光,撕裂冲击,召唤光阵,增强光波
环绕电球,闪光强化,致盲延长,技能毒环,受击毒环
技能感电,标记强化,大型脉冲,环绕电球,电球发射
技能撕裂,至圣标记,随机标记,标记闪光,放置地雷
大范围闪光,增强光波,光波传递,放置地雷,技能毒液
稳定标记,召唤刃环,受击闪光,技能寒冷,增强光波
放置地雷,标记共鸣,至圣标记,技能火弹,火弹火精灵
稳定标记,标记共鸣,召唤冰刺,精准冰刺,光波传递
技能闪电,闪电过载,环绕电球,标记共鸣,大范围闪光
增强光波,技能闪电,标记强化,标记共鸣,闪电过载
环绕电球,技能风暴,电球闪电,风暴扩大,增强光波
放置地雷,技能火弹,高效布雷,致盲延长,大范围闪光
技能毒液,毒素累积,环绕电球,影子电球,闪光强化
技能闪电,闪光光枪,放置地雷,闪电过载,闪光强化
环绕电球,扩张电球,技能燃烧,大范围闪光,随机标记
技能影刺,召唤光阵,致盲延长,增强光波,闪光光枪
技能感电,至圣标记,召唤冰刺,稳定标记,冰刺标记
召唤冰刺,大范围闪光,标记共鸣,无尽冰刺,冰刺穿透
技能寒冷,大范围闪光,致盲延长,放置地雷,标记闪光
技能风暴,光波传递,标记共鸣,召唤触手,暴躁触手
技能燃烧,标记共鸣,环绕电球,标记闪光,稳定标记
技能寒冷,放置地雷,至圣标记,地雷强化,聚寒成冰
召唤冰刺,精准冰刺,增强光波,稳定标记,技能毒环
标记强化,闪光强化,技能影刺,召唤史莱姆,光波传递
